gotu	covered_length	total_length	coverage_ratio	strain
G000740855	1220	1169601	0.0010430907634312897	Peptococcaceae bacterium SCADC1_2_3 isolate SCADC3
G000760615	1218	2084639	0.0005842738239090797	Lactobacillus sp. wkB10 ASM76061v1
G001029445	1217	5078735	0.0002396265999308883	Photobacterium aquae CGMCC 1.12159
G900114745	1216	4421028	0.00027504915146432007	Nitrosomonas communis Nm44
G900103125	1215	7160842	0.00016967278428989217	Mucilaginibacter sp. OK268 IMG-taxon 2690315638 annotated assembly
G000013225	1214	3046682	0.00039846626592470103	Synechococcus sp. JA-2-3B'a(2-13) ASM1322v1
G001291445	1214	6210127	0.00019548714543196944	Mycobacterium mucogenicum CSUR P2099
G000832015	1213	4190841	0.00028944071130353075	Gilvimarinus agarilyticus JEA5
G000442645	1212	2833547	0.00042773244982348977	Corynebacterium maris DSM 45190
G000252685	1212	1135256	0.0010676006116682052	Candidatus Arthromitus sp. SFB-2 ASM25268v2
G000576425	1211	4188165	0.0002891481114043979	Brachybacterium phenoliresistens W13A50
G900107615	1210	3039002	0.0003981570265501635	Selenomonas ruminantium DSM 2872
G000429785	1209	3425989	0.00035289080029153624	Chitinibacter tainanensis DSM 15459
G000751295	1209	7428968	0.00016274131211764542	bacterium YEK0313 Rasbobacterium massiliensis
G000014825	1209	5505494	0.00021959882255797572	Rhodopseudomonas palustris BisA53
G000247645	1208	3109262	0.00038851663192101534	Salinibacterium sp. PAMC 21357 ASM24764v2
G000353285	1205	7262454	0.00016592187709553823	Leptolyngbya boryana PCC 6306
G000284615	1205	3989480	0.00030204437671074925	Marinobacter hydrocarbonoclasticus ATCC 49840
G000612625	1204	4762944	0.00025278483223821236	Bacillus jeddahensis JCE
G001693295	1204	3304088	0.00036439707416993736	Synechococcus sp. PCC 8807 ASM169329v1
G001693275	1204	3432101	0.0003508055269935238	Synechococcus sp. PCC 7117 ASM169327v1
G001587505	1203	3949593	0.00030458834619162024	Parageobacillus caldoxylosilyticus B4119
G000478685	1203	1015921	0.001184147192547452	Candidatus Photodesmus katoptron Akat1
G000390185	1203	5392044	0.00022310648800343618	Lunatimonas lonarensis AK24
G000168995	1202	1304428	0.0009214766932325893	Methylophilales bacterium HTCC2181 ASM16899v1
G000092265	1202	1863286	0.0006450968879710362	Moraxella catarrhalis BBH18
G000171875	1202	3825707	0.0003141902921473077	Flavobacteriales bacterium ALC-1 ASM17187v1
G001705515	1202	5478589	0.0002193995570757361	Mucilaginibacter sp. PPCGB 2223 ASM170551v1
G900094985	1201	3615064	0.0003322209509983779	Bacillus sp. nio-1130 NIO-1130
G900096935	1201	1589448	0.0007556082363185207	Leuconostocaceae bacterium R-53105 IMG-taxon 2615840612 annotated assembly
G001270965	1201	4962831	0.00024199897195773944	Sunxiuqinia dokdonensis DH1
G001273835	1200	4141170	0.0002897731800433211	Leucobacter celer subsp. astrifaciens CBX151
G000269865	1200	3736359	0.00032116828174166346	Fictibacillus macauensis ZFHKF-1
G900106545	1199	3660956	0.00032751008206599586	Nitrosomonas communis Nm110
G001015055	1197	5693818	0.00021022800518035524	Aneurinibacillus tyrosinisolvens LL-002
G900107025	1195	4250016	0.00028117541204550757	Roseicitreum antarcticum CGMCC 1.8894
G000526155	1195	4236551	0.0002820690698636698	Deferrisoma camini S3R1
G000812665	1195	4376120	0.00027307295046753743	Halocynthiibacter arcticus PAMC 20958
G001486525	1194	5472963	0.00021816336050508656	Vibrio crassostreae Evh12
G000428145	1194	3968450	0.00030087313686703876	Chitinilyticum litopenaei DSM 21440
G001187725	1193	6986486	0.00017075823239322315	Brevibacillus reuszeri DSM 9887
G000497245	1192	3590176	0.00033201714901999235	Sporolactobacillus laevolacticus DSM 442
G000981505	1192	1356428	0.0008787786745776407	Candidatus Methylopumilus planktonicus MMS-2-53
G001280865	1192	3087076	0.00038612590036656046	Polaribacter dokdonensis DSW-5 DSW5v1
G001306455	1191	4474039	0.0002662024179941212	Leadbetterella sp. JN14-9 ASM130645v1
G000696485	1191	4074048	0.0002923382346010651	Halomonas campaniensis LS21
G000801315	1191	4360029	0.0002731633207026834	Hymenobacter sp. DG25B ASM80131v1
G001604115	1191	1615870	0.0007370642440295321	Clostridiales bacterium Firm_12 ASM160411v1
G001368815	1190	2925430	0.000406777807023241	Paraliobacillus sp. PM-2 PRJEB5513_assembly_1
G000835165	1189	2729219	0.00043565576818862834	Corynebacterium marinum DSM 44953
G000177615	1188	5340989	0.00022243071461109545	Frankia symbiont of Datisca glomerata 4085684
G900142445	1187	5142650	0.00023081485226488288	Chryseobacterium polytrichastri DSM 26899
G001428745	1186	4067614	0.00029157142246043997	Leifsonia sp. Root227 Root227
G001269425	1183	636137	0.0018596623054467827	Candidatus Baumannia cicadellinicola B-GSS
G001064665	1183	1899145	0.0006229118892975523	Moraxella catarrhalis 340_MCAT
G001005305	1182	4031603	0.00029318362943970427	Kordia zhangzhouensis MCCC 1A00726
G000013205	1182	2932766	0.0004030324956031269	Synechococcus sp. JA-3-3Ab ASM1320v1
G000379185	1181	2657104	0.00044446886535114924	Capnocytophaga cynodegmi DSM 19736 E6447
G000766865	1180	3436956	0.0003433270603406037	Listeria booriae FSL A5-0281
G000211855	1180	3296168	0.00035799146160025823	Lacinutrix sp. 5H-3-7-4 ASM21185v3
G000518105	1179	1787929	0.0006594221582624366	Bartonella vinsonii subsp. berkhoffii ATCC 51672
G001423695	1178	4157793	0.0002833233881532823	Leifsonia sp. Leaf336 Leaf336
G000376545	1178	4830028	0.00024389092568407472	Ruegeria mobilis F1926
G900111495	1177	4668404	0.0002521204248818226	Chryseobacterium wanjuense DSM 17724
G000024085	1176	2852073	0.0004123316619174895	Kangiella koreensis DSM 16069
G000970685	1175	3604247	0.00032600429437827096	Domibacillus indicus SD 111
G900100705	1174	5755101	0.0002039929446937595	Pedobacter terrae DSM 17933
G001975465	1172	2570543	0.00045593479665580384	Chlorobium sp. KB01 ASM197546v1
G001649505	1171	6434665	0.00018198305583895977	Brevibacillus brevis GZDF3.1
G000585255	1170	2328046	0.0005025673891323454	Alkalibacterium sp. AK22 AlkLun1.0
G000373485	1170	4104988	0.0002850191035881225	Dasania marina DSM 21967
G001767235	1170	9708656	0.00012051101614888816	Moorea producens PAL-8-15-08-1
G000494755	1168	9376071	0.00012457243551163382	Actinoplanes friuliensis DSM 7358
G000698105	1167	4093558	0.00028508207285691324	Geomicrobium sp. JCM 19037 ASM69810v1
G000702685	1167	2772364	0.0004209403959941768	Lachnospiraceae bacterium AC2028 ASM70268v1
G000302595	1167	4228921	0.00027595691666976044	Pedobacter arcticus A12
G001886395	1166	4927947	0.00023660968756360407	Alteromonas mediterranea CP48
G001642915	1165	8119320	0.00014348492238266258	Roseimaritima ulvae DSM 25454
G000010065	1165	2696255	0.00043208079354512094	Synechococcus elongatus PCC 6301
G000014265	1165	7750108	0.00015032048585645515	Trichodesmium erythraeum IMS101
G900102055	1164	3821926	0.00030455848700367303	Ulvibacter litoralis DSM 16195
G001969405	1164	3439440	0.0003384271858209476	Legionella pneumophila F4469
G000429045	1164	5245321	0.00022191206219790934	Salinarimonas rosea DSM 21201
G001687365	1164	6265340	0.00018578401172163043	Pararhizobium polonicum F5.1
G000746845	1162	3160033	0.0003677176788976571	Altibacter lentus JL2010
G000299235	1162	2406157	0.0004829277557532613	Leptospirillum ferriphilum ML-04
G001424585	1161	3353784	0.0003461761401449825	Chryseobacterium sp. Leaf180 Leaf180
G000318255	1161	2634285	0.00044072680063091124	Capnocytophaga sp. oral taxon 380 str. F0488
G000156335	1160	4527951	0.00025618651791947395	Roseobacter sp. GAI101 ASM15633v1
G001313185	1160	2744707	0.0004226316324474707	Lactobacillus odoratitofui DSM 19909 = JCM 15043
G000014025	1160	2341251	0.0004954616143249913	Arcobacter butzleri RM4018
G001730525	1160	4686666	0.0002475107037710816	Arcticibacter eurypsychrophilus MJ9-5
G000009845	1159	853092	0.001358587350485059	Onion yellows phytoplasma OY-M onion yellows
G001440465	1158	3881667	0.0002983254359531614	Bacillus velezensis NBIF-003
G000284415	1158	3876289	0.00029873933548298386	Pararhodospirillum photometricum DSM 122
G000236685	1156	3590853	0.00032192907924663024	Sphaerochaeta pleomorpha str. Grapes
G000308515	1154	7492940	0.00015401164295990625	Nocardia carnea NBRC 14403
G001507665	1153	3264334	0.0003532114054505452	Deinococcus actinosclerus BM2
G000245555	1153	6375964	0.00018083539994893322	Paenibacillus dendritiformis C454
G000705555	1152	4552885	0.00025302637778024264	Marinobacterium sp. AK27 MarKoc1.0
G000266925	1152	2160700	0.000533160549821817	Acetomicrobium mobile DSM 13181
G000422525	1152	3401714	0.0003386528085547462	Halodesulfovibrio aestuarii DSM 10141
G900094785	1150	1682549	0.000683486781068486	Lactobacillus apis R-53131
G001412125	1150	3646477	0.00031537289279488117	Geobacillus sp. PA-3 ASM141212v1
G000258495	1150	5141552	0.00022366787304689323	Pedobacter agri PB92
G000744465	1149	4980720	0.00023068953886185129	Caulobacter henricii OK261
G000214095	1149	3207552	0.00035821710762600265	Acidithiobacillus ferrivorans SS3
G000218895	1147	6919729	0.00016575793647410182	Runella slithyformis DSM 19594
G001427525	1146	4022601	0.00028489029859038966	Microbacterium sp. Root61 Root61
G000688395	1146	2925008	0.00039179380022208487	Haematomicrobium sanguinis DSM 21259
G000233915	1145	3452554	0.0003316385493174039	Pseudoxanthomonas spadix BD-a59
G001521855	1145	3298676	0.00034710896129234883	Synechococcus sp. PCC 73109 ASM152185v1
G000820625	1144	1227253	0.0009321631318073779	Candidatus Liberibacter asiaticus FL17
G000973005	1144	2911002	0.00039299182893038205	Listeria monocytogenes 2KSM
G001262595	1144	6299243	0.00018160912350896768	Methylobacterium sp. ARG-1 ASM126259v1
G000828575	1142	1731018	0.000659727397404302	Methanothermobacter sp. CaT2 ASM82857v1
G001630765	1142	3505372	0.00032578567980802035	Dietzia maris DSM 43672
G900109895	1141	5092396	0.00022405955860463326	bacterium A37T11 IMG-taxon 2671180114 annotated assembly
G000092865	1140	4123179	0.0002764856922292241	Cellulomonas flavigena DSM 20109
G001311905	1139	2222169	0.000512562275866507	Calditerricola satsumensis JCM 14719
G000013745	1139	5513844	0.00020657095122749212	Rhodopseudomonas palustris BisB18
G001693255	1139	3345085	0.0003404995687703003	Synechococcus sp. PCC 7003 ASM169325v1
G000227665	1138	2158359	0.0005272524172299419	Thioalkalimicrobium aerophilum AL3
G001425085	1138	3867359	0.00029425765748667245	Leifsonia sp. Root4 Root4
G000381065	1137	4134382	0.0002750108722416071	Propionispira raffinosivorans DSM 20765
G000252625	1137	2817512	0.0004035475270380392	Listeria fleischmannii subsp. coloradonensis TTU M1-001
G000022005	1136	4042929	0.00028098440511817053	Caulobacter crescentus NA1000
G000972805	1135	2337820	0.00048549503383494023	Corynebacterium pseudotuberculosis 226
G000427445	1135	4103433	0.00027659766834258045	Methylocapsa acidiphila B2
G000775595	1135	3532243	0.00032132557131545026	Pontibacillus halophilus JSM 076056 = DSM 19796 JSM 076056
G000017305	1134	4956672	0.00022878253796095445	Kineococcus radiotolerans SRS30216 = ATCC BAA-149 SRS30216
G000220155	1133	3863529	0.0002932552078682469	Thermophagus xiamenensis HS1
G000183425	1133	4516490	0.000250858520665384	Marivirga tractuosa DSM 4126
G001321825	1133	906655	0.0012496484329761596	Psychromonas sp. PRT-SC03 ASM132182v1
G000816565	1132	3608439	0.00031370905812735093	Arthrobacter sp. L77 ASM81656v1
G001425465	1132	5577040	0.0002029750548678152	Methylobacterium sp. Leaf456 Leaf456
G000388115	1131	4236171	0.0002669863893596363	Aeromonas molluscorum 848
G001056295	1131	3154822	0.0003584988313128284	Corynebacterium halotolerans 307_CHAL
G001485215	1130	6386310	0.00017694098783178392	Leptolyngbya sp. NIES-2104 ASM148521v1
G000169075	1129	3925629	0.00028759722327300924	marine gamma proteobacterium HTCC2143 ASM16907v1
G000735045	1129	2702191	0.000417809103797622	Ferrovum myxofaciens P3G
G000526215	1129	8787999	0.00012847065640312431	Nocardia sp. BMG51109 ASM52621v1
G001512695	1128	2345020	0.0004810193516473207	Tepidanaerobacter sp. DTU063 ASM151269v1
G000745345	1127	7819394	0.00014412881612053312	Streptomyces yeochonensis CN732
G000511355	1126	4650996	0.00024209868165872428	Leisingera methylohalidivorans DSM 14336
G900107535	1125	5188723	0.0002168163534650048	Pedobacter hartonius DSM 19033
G000316645	1123	6718869	0.00016714122570331405	Nostoc sp. PCC 7524 ASM31664v1
G000735135	1123	3975884	0.0002824529085858642	Chryseobacterium sp. FH1 ASM73513v1
G000972995	1123	2930706	0.0003831841201403348	Listeria monocytogenes 1KSM
G001729285	1123	3329516	0.00033728626022520993	Methanobacterium sp. A39 ASM172928v1
G000185465	1123	1373326	0.0008177228130829825	Lactobacillus fructivorans KCTC 3543 = DSM 20203 KCTC 3543
G001424305	1122	4753721	0.00023602563128967812	Pedobacter sp. Leaf176 Leaf176
G900116415	1122	4432606	0.0002531242343668713	Chryseobacterium formosense DSM 17452
G002006815	1121	1791665	0.0006256750006279076	Synechococcus sp. Tous ASM200681v1
G001653315	1120	2337578	0.00047912839699894505	Corynebacterium pseudotuberculosis MEX9
G000829235	1119	2794318	0.00040045549575960934	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko isolate ETSB Lake Yunoko
G000430005	1119	3359127	0.0003331222665889084	Desulfovibrio cuneatus DSM 11391
G000695975	1119	2330585	0.00048013696132087006	Leptospirillum ferriphilum YSK
G001870485	1118	3819538	0.00029270555758314224	Oceanisphaera psychrotolerans LAM-WHM-ZC
G000737695	1115	5877671	0.00018970098870794232	Flavobacterium hydatis DSM 2063
G000967195	1113	2118378	0.0005254019820825178	Lactobacillus kullabergensis Biut2
G000785705	1112	5172098	0.00021499979312070266	Methylomonas denitrificans FJG1
G000179315	1110	6554722	0.00016934356636330266	delta proteobacterium NaphS2 ASM17931v1
G001306995	1110	3617426	0.00030684801845289993	Xanthomonas sp. Mitacek01 ASM130699v1
G000153765	1109	2992730	0.0003705646683797068	Mariprofundus ferrooxydans PV-1
G000331305	1107	11584393	9.555960333873341e-05	Calothrix sp. PCC 7103 ASM33130v1
G001039475	1107	4256776	0.000260055967239056	Anaerobacillus macyae DSM 16346
G000828715	1107	3811479	0.0002904384361031505	Winogradskyella sp. PG-2 ASM82871v1
G000745185	1107	4424696	0.0002501866794916532	Muricauda sp. MAR_2010_75 ASM74518v1
G000576575	1106	4804251	0.00023021278446942094	Intrasporangium chromatireducens Q5-1
G001440475	1104	8817291	0.00012520852493129691	Bradyrhizobium lablabi CCBAU 23086
G000144675	1102	2328208	0.00047332540735192045	Corynebacterium pseudotuberculosis C231
G001313205	1102	2595250	0.00042462190540410366	Lactobacillus kimchicus JCM 15530 ASM131320v1
G001427625	1101	5804683	0.00018967444044748008	Rhizobium sp. Root651 Root651
G000316575	1101	7023215	0.00015676581166887245	Calothrix sp. PCC 7507 ASM31657v1
G000260985	1100	3137191	0.0003506321419384411	Methylophaga nitratireducenticrescens JAM1
G000632715	1100	3798752	0.0002895687846956053	Parageobacillus caldoxylosilyticus NBRC 107762
G001679155	1099	2194559	0.0005007839843904858	Moraxella nonliquefaciens CCUG 60284
G000754265	1099	759425	0.00144714751292096	Candidatus Baumannia cicadellinicola BGSS
G000447295	1098	7167426	0.00015319307098531608	Fischerella sp. PCC 9431 ASM44729v1
G000736515	1098	2617694	0.00041945315227830295	Schleiferia thermophila str. Yellowstone isolate OS-Red
G000153145	1096	2772187	0.00039535572455970684	marine actinobacterium PHSC20C1 ASM15314v1
G000252765	1096	1529780	0.0007164428872125404	Candidatus Arthromitus sp. SFB-co ASM25276v2
G001429505	1095	6609529	0.00016566989871744266	Bosea sp. Root483D1 Root483D1
G001437075	1094	1837953	0.0005952274078825737	Pediococcus stilesii DSM 18001
G900107845	1093	4060055	0.00026920817575131373	Alkalimonas amylolytica CGMCC 1.3430
G000799285	1092	3604039	0.0003029933915809457	Herbiconiux sp. YR403 ASM79928v1
G000982715	1091	5922748	0.00018420503455490592	Rhodococcus aetherivorans IcdP1
G000230695	1091	4225490	0.00025819490757284956	Rhodanobacter denitrificans 2APBS1
G001705075	1087	3252820	0.0003341715803518178	Acidiferrobacter thiooxydans ZJ
G000055785	1086	3696649	0.000293779582535426	Chromohalobacter salexigens DSM 3043
G000153705	1085	3806238	0.00028505836997055883	Fulvimarina pelagi HTCC2506
G001190945	1085	5420910	0.0002001508971740907	Luteipulveratus mongoliensis MN07-A0370(T),
G001044335	1084	1352914	0.0008012334856465378	Methylophilales bacterium MBRSF5 ASM104433v1
G000021745	1084	4305430	0.000251775084021805	Methylocella silvestris BL2
G001182745	1083	6459780	0.0001676527683605324	Nocardia farcinica NCTC11134
G000691805	1082	2129476	0.0005081062195582387	Weissella oryzae SG25
G000252745	1082	928724	0.0011650393443046589	Candidatus Arthromitus sp. SFB-5 ASM25274v2
G000430785	1082	5411691	0.00019993750567059353	Bacillus panaciterrae DSM 19096
G000495255	1081	611462	0.0017678939983187835	Wheat blue dwarf phytoplasma WBD
G900102965	1080	7032114	0.0001535811279509974	Paenibacillus jilunlii CGMCC 1.10239
G000250675	1080	9436348	0.00011445105670117295	Nocardia brasiliensis ATCC 700358 HUJEG-1
G900112405	1079	1327392	0.0008128721583375521	Fructobacillus durionis DSM 19113
G001652665	1079	3436178	0.0003140116722707613	Legionella pneumophila D-7631
G000517565	1078	1819992	0.0005923102958694324	Desulfurella acetivorans A63
G001427925	1078	4984412	0.00021627425662244614	Nocardioides sp. Root151 Root151
G001653905	1078	3670170	0.0002937193644981023	Bacillus safensis S9
G000470775	1078	2686418	0.00040127783539270506	Leifsonia xyli subsp. cynodontis DSM 46306
G001603415	1077	2454657	0.0004387578386715537	Bacteroidales bacterium Bact_07 ASM160341v1
G000214665	1077	5051681	0.00021319635978598014	Methylomonas methanica MC09
G000260135	1077	4691711	0.0002295537811259048	Thiothrix nivea DSM 5205
G000379805	1077	7298817	0.0001475581590824924	Lewinella cohaerens DSM 23179
G001313065	1076	4694667	0.00022919623479151984	Silvimonas sp. JCM 19000 ASM131306v1
G000526595	1076	4252182	0.00025304655351064464	Cellulosimicrobium cellulans J36
G900141875	1075	4779684	0.0002249102660343236	Tangfeifania diversioriginum DSM 27063
G000196275	1074	3247018	0.0003307650280965489	Deinococcus geothermalis DSM 11300
G000429205	1073	2130987	0.00050352254612534	Actinotignum schaalii DSM 15541
G000310245	1072	2360313	0.00045417705194183993	Candidatus Sulfuricurvum sp. RIFRC-1 ASM31024v1
G000981785	1072	4294213	0.00024963829227846873	Microcystis aeruginosa NIES-2549
G900103545	1071	4279285	0.0002502754548949182	Pedobacter ruber DSM 24536
G000226215	1071	3352817	0.000319432882856416	Dietzia alimentaria 72
G000313345	1071	3826547	0.0002798868013381255	Parageobacillus caldoxylosilyticus CIC9
G001428305	1071	3637840	0.0002944054713786203	Janibacter sp. Soil728 Soil728
G001027285	1071	12489432	8.575249859240997e-05	Archangium gephyra DSM 2261
G000520995	1070	6056208	0.0001766782118447715	Aquimarina macrocephali JAMB N27
G000196695	1068	5043170	0.0002117715643137154	Rhodococcus equi 103S
G001007935	1067	4067838	0.0002623014977489271	Nitrosomonas communis Nm2
G000170895	1066	10587646	0.00010068338136730298	Plesiocystis pacifica SIR-1
G001652645	1066	3435648	0.00031027625647330576	Legionella pneumophila D-7632
G001598935	1065	3263973	0.00032628946379152033	Parageobacillus toebii NBRC 107807
G900105765	1064	4830506	0.00022026677950508705	Haloactinobacterium album DSM 21368
G001512505	1064	3106896	0.0003424639897827285	Clostridiaceae bacterium DTU079 ASM151250v1
G000964245	1064	4404964	0.00024154567438008573	Teredinibacter sp. 1162T.S.0a.05 ASM96424v1
G001642955	1063	6578705	0.0001615819526791367	Rubripirellula obstinata CECT 8602
G900103515	1063	4422181	0.00024037912514209619	Pedobacter antarcticus DSM 11725
G000297055	1063	3217213	0.0003304102028681346	Sulfuricella denitrificans skB26
G000520755	1061	5401554	0.000196424954744505	Paenibacillus sp. 1-18 s118
G000565345	1061	3379634	0.0003139393200565505	Salinivibrio costicola subsp. costicola ATCC 33508 = LMG 11651
G001422205	1061	3926430	0.0002702200217500376	Curtobacterium sp. Leaf261 Leaf261
G001574635	1059	1846523	0.000573510321831897	Francisella tularensis NO-15/2011
G000504285	1057	9918887	0.00010656437561996623	Actinospica robiniae DSM 44927
G001247745	1057	4464286	0.00023676798484684896	Luteipulveratus halotolerans C296001
G000346485	1056	12294410	8.589269432205368e-05	Scytonema hofmannii PCC 7110
G000762845	1055	2052667	0.0005139654897750097	Helicobacter sp. MIT 01-6451 ASM76284v1
G000525795	1055	2601148	0.0004055901471196564	Listeria aquatica FSL S10-1188
G000520635	1055	5360914	0.0001967948002896521	Paenibacillus durus ATCC 35681 s1
G000805675	1053	2663401	0.0003953591667195439	Corynebacterium minutissimum ATCC 23348
G000487995	1053	2332248	0.00045149572429690153	Mucispirillum schaedleri ASF457
G000763315	1053	3441572	0.00030596483234986805	Thermoactinomyces daqus H-18
G000312705	1053	5305675	0.00019846673608918752	Anabaena sp. 90 ASM31270v1
G000316605	1052	5125950	0.00020523025000243858	Leptolyngbya sp. PCC 7376 ASM31660v1
G000063505	1051	2366980	0.0004440257205384076	Synechococcus sp. WH 7803 ASM6350v1
G000213055	1051	7506727	0.00014000775571031157	Streptomyces sp. Tu6071 ASM21305v1
G001548375	1051	6987571	0.00015040992070062688	Nostoc sp. NIES-3756 ASM154837v1
G001975995	1050	4077007	0.00025754186833625746	Bacillus sp. GZB ASM197599v1
G000756305	1050	7069859	0.00014851781343871214	Myxosarcina sp. GI1 ASM75630v1
G001011155	1049	5119813	0.00020489029579791294	Hoeflea sp. IMCC20628 ASM101115v1
G000020545	1048	2736403	0.00038298452384389286	Chlorobium phaeobacteroides BS1
G000422325	1048	2836070	0.0003695254348446971	Marinospirillum minutulum DSM 6287
G001189535	1048	3525271	0.0002972821096590872	Arsenicicoccus sp. oral taxon 190 F0371
G000317675	1048	4176973	0.0002508993953276691	Cyanobacterium aponinum PCC 10605
G000010985	1047	2542933	0.0004117292905475685	Deferribacter desulfuricans SSM1
G001548435	1047	6761657	0.0001548437017731009	Leptolyngbya sp. NIES-3755 ASM154843v1
G900107265	1045	3233933	0.0003231359462301785	Nitrosomonas sp. Nm33 IMG-taxon 2675903042 annotated assembly
G000012225	1045	723970	0.0014434299763802368	Aster yellows witches'-broom phytoplasma AYWB
G000622145	1044	4428895	0.00023572471237182186	Paracoccus yeei ATCC BAA-599
G000444055	1044	4063548	0.0002569183383584985	Alicyclobacillus acidoterrestris ATCC 49025
G000325745	1044	1504659	0.0006938449176856683	Liberibacter crescens BT-1
G900116895	1044	2574154	0.00040557014071419193	Idiomarina donghaiensis CGMCC 1.7284
G000350165	1043	2873865	0.00036292588552350234	Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643 type strain:DSM 6643
G000265545	1043	2293464	0.0004547706002797515	Corynebacterium pseudotuberculosis Cp162
G001683915	1043	4270424	0.00024423804287349455	Muricauda sp. CP2A ASM168391v1
G000092205	1043	3097763	0.00033669457605375235	Desulfurivibrio alkaliphilus AHT 2
G000421825	1042	3693075	0.00028214969909898935	Humibacter albus DSM 18994
G001280505	1040	4149242	0.0002506481906815751	Mangrovimonas sp. TPBH4 ASM128050v1
G000742475	1040	1115609	0.0009322262548975492	Candidatus Hepatobacter penaei NHPB
G001932775	1039	3285457	0.00031624215444000636	Piscirickettsia salmonis PM37984A
G000017645	1038	5625098	0.00018453011840860372	Xanthobacter autotrophicus Py2
G001021065	1038	2419437	0.00042902543029638715	Corynebacterium uterequi DSM 45634
G000183665	1037	1258278	0.0008241422006901495	Candidatus Liberibacter solanacearum CLso-ZC1
G000681495	1037	1803789	0.0005749009446226804	Francisella tularensis subsp. holarctica BD11-00177
G000421745	1037	2591866	0.00040009784456449525	Nesterenkonia alba DSM 19423
G900101335	1036	3195637	0.00032419201555120307	Quadrisphaera sp. DSM 44207 IMG-taxon 2687453777 annotated assembly
G000420645	1036	4515285	0.00022944288123562522	Nevskia ramosa DSM 11499
G900156125	1035	3835730	0.0002698312967805346	Domibacillus enclensis NIO-1016 IMG-taxon 2708742528 annotated assembly
G001043175	1035	3998597	0.0002588407884065336	Marinobacter psychrophilus 20041
G000402835	1034	967373	0.0010688741571245012	Synergistetes bacterium JGI 0000079-D21 ASM40283v1
G000374465	1034	3364770	0.00030730183638108993	Ahrensia kielensis DSM 5890
G001435995	1034	1479955	0.0006986698919899592	Lactobacillus ozensis DSM 23829 = JCM 17196 DSM 23829
G000742835	1033	2485110	0.00041567576485547925	Candidatus Paracaedibacter acanthamoebae isolate PRA3
G900115875	1033	4495023	0.0002298097251115289	Flavobacterium akiainvivens DSM 25510
G000987765	1032	3746433	0.00027546201947292265	Arsukibacterium sp. MJ3 ASM98776v1
G001679005	1032	2279879	0.00045265560145955116	Moraxella nonliquefaciens CCUG 348
G000270245	1031	5683123	0.0001814143385599784	Microlunatus phosphovorus NM-1
G001186405	1030	2709324	0.0003801686324706827	Leptospirillum sp. Group II 'CF-1' CF-1
G000423005	1030	4430943	0.00023245616113770816	Gelidibacter mesophilus DSM 14095
G900116425	1029	3567068	0.000288472213033225	Lishizhenia tianjinensis CGMCC 1.7005
G000756815	1028	4387007	0.00023432832452740558	Legionella massiliensis LegA
G001618265	1027	2111718	0.00048633387601943064	Waddlia chondrophila WSU 86-1044 ASM161826v1
G000714815	1027	5429412	0.0001891549213800684	Anditalea andensis LY1
G001428025	1027	3974301	0.0002584102210678054	Phycicoccus sp. Soil748 Soil748
G000423465	1026	3623963	0.00028311547330919215	Propionicicella superfundia DSM 22317
G000445125	1026	4857928	0.00021120115407227114	Novosphingobium lindaniclasticum LE124
G000383415	1026	4651795	0.00022056002037922995	Hyphomicrobium zavarzinii ATCC 27496 ZV-622
G000472505	1026	3401613	0.0003016216130406369	Luteimonas sp. J29 ASM47250v1
G000698125	1026	3872620	0.000264936916092981	Geomicrobium sp. JCM 19038 ASM69812v1
G000021905	1022	6517073	0.00015681886638372778	Desulfatibacillum alkenivorans AK-01 AK-1
G000746035	1022	3870599	0.00026404181885026067	Bacillus sp. UNC69MF ASM74603v1
G000264605	1022	3346464	0.000305396980215535	Verrucomicrobia bacterium SCGC AAA164-O14 ASM26460v3
G900101965	1022	4211331	0.00024267862108202847	Rhodospira trueperi ATCC 700224
G000422925	1021	4332940	0.00023563677318402747	Paludibacterium yongneupense DSM 18731
G000264625	1020	2060559	0.000495011305184661	Verrucomicrobia bacterium SCGC AAA168-E21 ASM26462v3
G000021485	1020	2982397	0.0003420067817933025	Acidithiobacillus ferrooxidans ATCC 23270
G000285795	1019	2641408	0.00038577909963171157	Verrucomicrobia bacterium SCGC AAA164-L15 ASM28579v3
G900110995	1019	8066695	0.00012632187035706692	Chitinophaga sp. YR573 IMG-taxon 2690315653 annotated assembly
G000252725	1018	1342792	0.000758121883359448	Candidatus Arthromitus sp. SFB-4 ASM25272v2
G000964005	1018	4744957	0.0002145435669912288	Williamsia herbipolensis ARP1
G900103215	1015	6057242	0.00016756801197640773	Kriegella aquimaris DSM 19886
G000698185	1014	4096854	0.0002475069895095114	Geomicrobium sp. JCM 19055 ASM69818v1
G000262365	1014	2605306	0.00038920572094026576	Leptospirillum sp. Group II 'C75' Leptospirillum_GroupII_C75
G001044245	1013	5710643	0.00017738808046659544	Mycobacterium obuense DSM 44075
G000614975	1013	4424648	0.0002289447657757182	Shewanella marina JCM 15074
G000236145	1013	3761887	0.0002692797524221222	Fluoribacter dumoffii Tex-KL
G000016765	1012	5915246	0.00017108333279799352	Sphingomonas wittichii RW1
G900111615	1012	3768981	0.00026850758865592584	Natronincola peptidivorans DSM 18979
G000175215	1012	4308776	0.000234869484976708	Asticcacaulis excentricus CB 48 CS 48
